name,source,gender,wikidata,type
"Accès Crypte Archéologique",,,,way
"Accès Fauteuil Roulant",,,,way
"Accès Parking",,,,way
"Accès Parking Autocité Piétons",,,,way
"Accès Turbigo (Voie A1)",,,,way
"Accès de la Dalle Beaugrenelle",,,,way
"Aire Livraison Nord",,,,way
"Aire Technique",,,,way
"Allée André François Bron De Bailly",,,,way
"Allée Andrée Jacob",,,,way
"Allée Antonio Tabucchi",,,,way
"Allée Barbara",,,,way
"Allée Brongniart",,,,way
"Allée Cavalière",,,,way
"Allée Centrale",,,,way
"Allée Chauveau Lagarde",,,,way
"Allée Chevreul",,,,way
"Allée Circulaire",,,,way
"Allée Clara Tolub",,,,way
"Allée Claude Lanzmann",,,,way
"Allée Claude Montal",,,,relation
"Allée Claude-Bernard",,,,way
"Allée Clubs des Loges",,,,way
"Allée Daubenton",,,,way
"Allée Edmond Perrier",,,,way
"Allée Eveline Garnier",,,,way
"Allée Fortunée",,,,relation
"Allée Georges Ville",,,,way
"Allée Gracia et Joseph Saltiel",,,,way
"Allée Hauÿ",,,,way
"Allée Jussieu",,,,way
"Allée Laurent Danchin",,,,way
"Allée Le Gramat",,,,relation
"Allée Lenoir",,,,way
"Allée Louis Pergaud",,,,way
"Allée Louise Pétron",,,,way
"Allée Lucie Dreyfus",,,,way
"Allée Lucien Lupi",,,,way
"Allée Mangin",,,,way
"Allée Marcel Bernard",,,,way
"Allée Mary Reynolds",,,,relation+way
"Allée Nicolae Titulescu",,,,way
"Allée Nord Chatrier",,,,way
"Allée Olympe de Gouges",,,,way
"Allée Pierre Hadot",,,,way
"Allée Principale",,,,way
"Allée Raffet",,,,way
"Allée Roger Heim",,,,way
"Allée Royale",,,,relation
"Allée Saint-Denis",,,,relation
"Allée Samuel Pisar",,,,way
"Allée Sigmund Freud",,,,way
"Allée Transversale",,,,way
"Allée Verte",,,,relation
"Allée aux Chiens",,,,way
"Allée de Castiglione",,,,way
"Allée de Diane",,,,way
"Allée de Longchamp",,,,relation+way
"Allée de Rivoli",,,,way
"Allée de l'Espace",,,,way
"Allée de l'Espérance",,,,relation
"Allée de l'Orangerie",,,,way
"Allée de la Bertelotte",,,,relation
"Allée de la Courtille",,,,way
"Allée de la Mire",,,,way
"Allée de la Terrasse",,,,relation
"Allée de la Vanne",,,,way
"Allée des Brouillards",,,,relation
"Allée des Buttes",,,,relation
"Allée des Cardinoux",,,,relation
"Allée des Dames",,,,relation
"Allée des Défenseurs de la Caserne de la Cité",,,,relation
"Allée des Enfants et Victimes de la Prise d'Otages de Djibouti-Loyada de Février 1976",,,,relation
"Allée des Feuillants",,,,way
"Allée des Jussieu",,,,way
"Allée des Maronniers",,,,way
"Allée des Marronniers",,,,way
"Allée des Mauves",,,,relation
"Allée des Mousquetaires",,,,way
"Allée des Peshmergas",,,,way
"Allée des Poteaux",,,,relation
"Allée des Princes",,,,way
"Allée des Quatre Carrefours",,,,relation
"Allée des Sergents de la Rochelle",,,,way
"Allée du Bardo",,,,way
"Allée du Belvédère",,,,relation
"Allée du Bord de l'Eau",,,,relation+way
"Allée du Brindeau",,,,relation
"Allée du Carrousel",,,,way
"Allée du Cercle",,,,relation
"Allée du Château Ouvrier",,,,relation
"Allée du Puits",,,,way
"Allée du Séminaire - Jean-Jacques Olier",,,,way
"Allée du court 14",,,,way
"Allée les petits",,,,way
"Allée sous couvert nord",,,,way
"Allée sous couvert sud",,,,way
"Anneau de Longchamp",,,,way
"Arcade des Champs-Élysées",,,,relation
"Autoroute A13",,,,relation
"Autoroute de Normandie",,,,way
"Autoroute de l’Est",,,,way
"Avenue Boudon",,,,relation
"Avenue Darcel",,,,relation
"Avenue Delille",,,,way
"Avenue Édouard Petit",,,,relation
"Avenue Franco-Russe",,,,relation
"Avenue Henri Ginoux",,,,way
"Avenue J.C. Cave",,,,relation+way
"Avenue Latérale du Nord",,,,way
"Avenue Latérale du Sud",,,,way
"Avenue Michal",,,,relation
"Avenue Moderne",,,,relation
"Avenue Neigre",,,,way
"Avenue Principale",,,,way
"Avenue Puebla",,,,relation
"Avenue Saint-Maurice du Valais",,,,relation
"Avenue Sainte-Eugénie",,,,relation
"Avenue Sainte-Marie",,,,relation
"Avenue Samson",,,,way
"Avenue Stade de Coubertin",,,,relation
"Avenue Transversale n°1",,,,way
"Avenue Transversale n°2",,,,way
"Avenue de Grenelle",,,,way
"Avenue de Javel",,,,way
"Avenue de Rouvray",,,,relation
"Avenue de Villiers",,,,relation
"Avenue de l'Ermitage",,,,relation
"Avenue de la Cascade",,,,relation
"Avenue de la Chapelle",,,,relation
"Avenue de la Frillière",,,,relation
"Avenue de la Grotte",,,,relation
"Avenue de la porte de Vincennes",,,,way
"Avenue des Ailantes",,,,way
"Avenue des Chalets",,,,relation
"Avenue des Chasseurs",,,,relation
"Avenue des Châtaigniers",,,,way
"Avenue des Marnes",,,,relation
"Avenue des Polonais",,,,way
"Avenue des Portugais",,,,relation
"Avenue des Tribunes",,,,relation+way
"Avenue du Belvédère",,,,relation
"Avenue du Boulevard",,,,way
"Avenue du Docteur Lannelongue",,,,relation
"Avenue du Général d'Étrie",,,,way
"Avenue du Roule",,,,relation
"Avenue du Square",,,,relation
"Avenue du Tremblay",,,,relation
"Belvédère Susan Travers",,,,relation
"Bouche Métro",,,,way
"Boulevard Bineau",,,,relation+way
"Boulevard Davoult",,,,way
"Boulevard Mortiers",,,,way
"Boulevard Périphérique Extérieur",,,,way
"Boulevard de Beauséjour",,,,relation
"Boulevard de la Commanderie",,,,relation
"Boulevard des Frères Voisins",,,,way
"Bretelle de contournement de la place Valhubert",,,,way
"Butte Mortemart",,,,relation
"Carré Descaisne",,,,way
"Carré Mirbel",,,,way
"Carré Necker",,,,relation
"Carré des Rosiers",,,,way
"Carré du Sanglier",,,,way
"Carrefour de Beauté",,,,relation+way
"Carrefour de Conservation",,,,relation
"Carrefour de la Ferme de la Faisanderie",,,,relation
"Carrefour des Cascades",,,,way
"Carrefour des Tribunes",,,,relation+way
"Carrefour du Bout des Lacs",,,,relation
"Chaussée de la Muette",,,,relation
"Chemin Amiot",,,,way
"Chemin Artot",,,,way
"Chemin Baudin",,,,way
"Chemin Benoist",,,,way
"Chemin Billaud",,,,way
"Chemin Bion",,,,way
"Chemin Cabanis",,,,way
"Chemin Chardon Lagache",,,,way
"Chemin Duc",,,,way
"Chemin Gay",,,,way
"Chemin Guersant",,,,way
"Chemin Heynes",,,,way
"Chemin Imbert",,,,way
"Chemin Jomini",,,,way
"Chemin Laplace",,,,way
"Chemin Lavalée",,,,way
"Chemin Lecourbe",,,,way
"Chemin Ledoux",,,,way
"Chemin Legendre",,,,way
"Chemin Lepage",,,,way
"Chemin Masséna",,,,way
"Chemin Michel-Ange",,,,way
"Chemin Moïania",,,,way
"Chemin Muron",,,,way
"Chemin Rumford",,,,way
"Chemin Saint-Eloy",,,,way
"Chemin Saint-Nicolas",,,,way
"Chemin Talleyrand",,,,way
"Chemin Troyon",,,,way
"Chemin d'Issy",,,,way
"Chemin de Belleville",,,,way
"Chemin de Ceinture du Lac Inférieur",,,,relation+way
"Chemin de Ceinture du Lac Supérieur",,,,relation
"Chemin de Riario-Sforza",,,,way
"Chemin de l'Abbaye",,,,relation
"Chemin de l'Ancienne Écluse",,,,relation
"Chemin de l'Est",,,,way
"Chemin de l'Évolution",,,,way
"Chemin de l'Ouest",,,,way
"Chemin de la Conservation",,,,way
"Chemin de la Tour",,,,way
"Chemin des Aiguilles",,,,way
"Chemin des Anglais",,,,way
"Chemin des Lacs à la Porte Dauphine",,,,relation
"Chemin des Réservoirs",,,,relation
"Chemin des Vieux Chênes",,,,relation
"Chemin du Nord",,,,way
"Chemin du Parc de Charonne",,,,relation
"Chemin du Pavillon d'Armenonville",,,,relation
"Chemin du Sud",,,,way
"Chemin du Télégraphe",,,,way
"Chemin du Tertre",,,,way
"Cité Bergère",,,,relation
"Cité Blanche",,,,relation
"Cité Delaunay",,,,relation
"Cité Florentine",,,,relation
"Cité Héron",,,,relation
"Cité Hiver",,,,relation
"Cité Industrielle",,,,relation
"Cité Lemercier",,,,relation
"Cité Marie",,,,relation
"Cité Noël",,,,relation
"Cité Rivérin",,,,relation
"Cité Souzy",,,,relation
"Cité Traeger",,,,relation
"Cité de la Mode et du Design",,,,way
"Cité de la Roquette",,,,relation
"Cité du Couvent",,,,relation
"Cité du Figuier",,,,way
"Cité du Palais-Royal de Belleville",,,,relation
"Cité du Retiro",,,,relation
"Cour Carrée",,,,relation
"Cour Censier",,,,way
"Cour Clisson",,,,way
"Cour Droussals",,,,way
"Cour Greneta",,,,relation
"Cour Lassay",,,,relation
"Cour Mazarin",,,,relation
"Cour Mollé",,,,way
"Cour Montesquieu",,,,way
"Cour Morland",,,,relation
"Cour Rabelais",,,,way
"Cour Saint-Hilaire",,,,way
"Cour Saint-Jacques",,,,way
"Cour Saint-Martin",,,,way
"Cour Saint-Nicolas",,,,relation
"Cour Saint-Pierre",,,,relation
"Cour Sainte-Claire",,,,relation
"Cour Sainte-Marguerite",,,,way
"Cour Sully",,,,way
"Cour Tubeuf",,,,way
"Cour d'Avril",,,,way
"Cour d'honneur",,,,relation+way
"Cour d’Aguesseau",,,,way
"Cour de Boisgeslin",,,,way
"Cour de Clisson",,,,way
"Cour de Février",,,,way
"Cour de Guise",,,,way
"Cour de Janvier",,,,way
"Cour de Jonction",,,,way
"Cour de Juin",,,,way
"Cour de Mai",,,,way
"Cour de Mars",,,,relation+way
"Cour de l'Église",,,,relation
"Cour de l'Étoile d'Or",,,,relation
"Cour de l'Horloge",,,,way
"Cour de l'Ours",,,,relation
"Cour de l'hôtel Magny",,,,way
"Cour de la Ferme Saint-Lazare",,,,relation
"Cour de la Grâce de Dieu",,,,relation
"Cour de la Maison Brûlée",,,,relation
"Cour de la Métairie",,,,relation
"Cour de la Paix",,,,way
"Cour de la Présidence",,,,way
"Cour de la Valeur",,,,way
"Cour des Ateliers",,,,relation
"Cour des Bretons",,,,relation
"Cour des Fabriques",,,,relation
"Cour des Petites Écuries",,,,relation
"Cour des Trois Frères",,,,relation
"Cour des chevaux du Soleil",,,,way
"Cour des marroniers",,,,way
"Cour du 36 Quai des Orfèvres",,,,way
"Cour du Bel Air",,,,relation
"Cour du Dépôt",,,,way
"Cour du Liégat",,,,relation
"Cour du Mai",,,,way
"Cour du Nir",,,,way
"Cour du Nom de Jésus",,,,relation
"Cour du Panier Fleuri",,,,relation
"Cour du Premier Président",,,,way
"Cour du Roi François",,,,relation
"Cour du Saint-Esprit",,,,relation
"Cours Albert-Iᵉʳ",,,,way
"Cours Marty",,,,way
"Cours des Maréchaux",,,,relation+way
"Dalle Keller",,,,way
"Entrée Est",,,,way
"Entrée Ouest",,,,way
"Entrée Petite Ceinture",,,,way
"Entrée Rue des Halles (Voie A2)",,,,way
"Entrée Turbigo",,,,way
"Escalier A",,,,way
"Escalier B",,,,way
"Escalier C",,,,way
"Escalier D",,,,way
"Escalier Daumesnil (accès PC12)",,,,way
"Escalier E",,,,way
"Escalier F",,,,way
"Escalier G",,,,way
"Escalier I",,,,way
"Escalier K",,,,way
"Escalier L",,,,way
"Escalier M",,,,way
"Escalier O",,,,way
"Escalier P",,,,way
"Escalier S",,,,way
"Escalier T",,,,way
"Escalier Y",,,,way
"Escalier Z",,,,way
"Escalier d'Honneur",,,,way
"Escalier d'honneur",,,,way
"Escalier des Carrières du Jardin des Plantes",,,,way
"Espace chapiteaux",,,,way
"Esplanade Bernard Duperier",,,,relation
"Esplanade Léo Hamon",,,,way
"Esplanade Renée Lebas",,,,way
"Esplanade Silvia Monfort",,,,relation+way
"Esplanade d'Arménie",,,,relation
"Esplanade du Dinh",,,,way
"Esplanade du Hall",,,,way
"Esplanade du Quai Saint Bernard",,,,way
"Fer à Cheval",,,,way
"Galerie Antarès",,,,way
"Galerie Berri Washington",,,,way
"Galerie Duo",,,,way
"Galerie Élysées - La Boétie",,,,relation
"Galerie Elysées-26",,,,way
"Galerie Point Show",,,,way
"Galerie Saint-Jean",,,,way
"Galerie Sainte-Geneviève",,,,way
"Galerie Sevrien",,,,way
"Galerie des Proues",,,,relation
"Galerie des Sept Parnassiens",,,,way
"Grand Balcon",,,,relation
"Grande Avenue de la Villa de la Réunion",,,,relation
"Grande Terrasse",,,,way
"Halte Cellulaire",,,,way
Hémicycle,,,,way
"Îlot Antarès",,,,way
"Impasse Beaubourg",,,,way
"Impasse Bon Secours",,,,relation
"Impasse C/15",,,,relation
"Impasse Chandon",,,,relation+way
"Impasse Daunay",,,,relation
"Impasse Fortin",,,,relation
"Impasse H/15",,,,relation
"Impasse Louis Robert",,,,relation
"Impasse Marie Blanche",,,,relation
"Impasse Marie de Régnier",,,,way
"Impasse Marteau",,,,relation
"Impasse Maubert",,,,relation
"Impasse Milord",,,,relation+way
"Impasse Rothschild",,,,relation
"Impasse Saint-Ange",,,,relation
"Impasse Saint-Fiacre",,,,relation
"Impasse Saint-Vincent",,,,relation
"Impasse Sainte-Henriette",,,,relation
"Impasse Salembrière",,,,relation
"Impasse Sandrié",,,,relation
"Impasse Véra",,,,way
"Impasse Vincent",,,,relation
"Impasse de l'École",,,,relation
"Impasse de l'Église",,,,relation
"Impasse de l'Hôtel d'Argenson",,,,relation
"Impasse de la Planchette",,,,relation
"Impasse de la Poissonnerie",,,,relation
"Impasse des 2 Cousins",,,,relation
"Impasse des Bœufs",,,,relation
"Impasse des Crins",,,,relation
"Impasse des Deux Anges",,,,relation
"Impasse des Fillettes",,,,relation
